C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_15_954.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_15_954.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_15_954.jpg, 0, 0, 0, 8.102439E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_16_058.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_16_058.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_16_058.jpg, 0, 0, 0, 8.178785E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_16_159.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_16_159.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_16_159.jpg, 0, 0, 0, 8.161066E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_16_259.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_16_259.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_16_259.jpg, 0, 0, 0, 8.095058E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_16_360.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_16_360.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_16_360.jpg, 0, 0, 0, 8.097866E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_16_462.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_16_462.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_16_462.jpg, 0, 0, 0, 8.189082E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_16_562.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_16_562.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_16_562.jpg, 0, 0, 0, 8.097004E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_16_668.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_16_668.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_16_668.jpg, 0, 0, 0, 8.099645E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_16_769.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_16_769.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_16_769.jpg, 0, 0, 0, 8.0934E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_16_872.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_16_872.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_16_872.jpg, 0, 0, 0, 8.13728E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_16_977.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_16_977.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_16_977.jpg, 0, 0, 0, 8.141129E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_17_081.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_17_081.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_17_081.jpg, 0, 0, 0, 8.097021E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_17_182.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_17_182.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_17_182.jpg, 0, 0, 0, 8.126329E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_17_287.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_17_287.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_17_287.jpg, 0, 0, 0, 8.102084E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_17_391.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_17_391.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_17_391.jpg, 0, 0, 0, 8.106229E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_17_496.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_17_496.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_17_496.jpg, 0, 0, 0, 8.096183E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_17_597.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_17_597.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_17_597.jpg, 0, 0, 0, 8.121679E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_17_703.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_17_703.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_17_703.jpg, 0, 0, 0, 8.110255E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_17_808.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_17_808.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_17_808.jpg, 0, 0, 0, 8.240204E-05
C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\center_2018_11_08_10_09_17_910.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\left_2018_11_08_10_09_17_910.jpg, C:\Users\LENOVO\Documents\Jupyter Notebook\Self-Driving Car Sim\simulator-windows-64\Data\IMG\right_2018_11_08_10_09_17_910.jpg, 0, 0, 0, 8.098667E-05
